m,alph,code,T,n_sums,i,d,sum,r,s,k,aligned,nX,nY,nZ,v_xy,v_yz,l1_xy,l1_yz,db_xy,db_yz,defX,defY,defZ,in_LA,in_LT,Tdot_v,anc_acf,anc_Tcube,eq_ok,type,types,seed,acf_prefix,family
7,0134,0000001 0000003 0000004 0000000,"1,3,4,0",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,pisot_B_m7
7,0134,0300000 4311111 1333333 0144444,"3,12,19,21",4,2,1,0,2,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"2,1",2:1|3:1|4:1,0,4,cassaigne_pad_m7
8,0123,00000001 00000001 33333332 33333332,"1,1,23,23",2,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,two_sums_A_m8
8,0134,00000001 00000001 44444443 44444443,"1,1,31,31",2,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,two_sums_B_m8
8,0123,00000000 00000001 33333330 33333333,"0,1,21,24",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,three_sums_A_m8
8,0134,00000000 00000001 44444440 44444444,"0,1,28,32",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,three_sums_B_m8
8,0123,00000000 11111111 22222222 33333333,"0,8,16,24",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,spread_A_m8
8,0134,00000000 11111111 33333333 44444444,"0,8,24,32",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,spread_B_m8
8,0123,01230123 12301230 23012301 30123012,"12,12,12,12",1,0,4,6,0,4,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,6,6,6,1,1,0,1,0,1,"0,4",0:4|4:4|0:4,0,6,cycle_A_m8
8,0134,01340134 13401340 34013401 40134013,"16,16,16,16",1,0,4,8,0,4,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,8,8,8,1,1,0,1,0,1,"0,4",0:4|4:4|0:4,0,6,cycle_B_m8
8,0123,01010101 10101010 23232323 32323232,"4,4,20,20",2,0,2,1,0,2,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,1,1,1,1,1,0,1,0,1,"0,2",0:2|2:2|4:2,0,5,impr_A_m8
8,0134,01010101 10101010 34343434 43434343,"4,4,28,28",2,0,2,1,0,2,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,1,1,1,1,1,0,1,0,1,"0,2",0:2|2:2|4:2,0,5,impr_B_m8
8,0123,03030303 03030303 03030303 03030303,"12,12,12,12",1,0,2,3,0,2,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,3,3,3,1,1,0,1,0,1,"0,2",0:2|2:2|4:2,0,5,repeat_A_m8
8,0123,00000001 00000002 00000003 00000000,"1,2,3,0",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,pisot_A_m8
8,0134,00000001 00000003 00000004 00000000,"1,3,4,0",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,pisot_B_m8
8,0134,03000000 43111111 13333333 01444444,"3,13,22,25",4,2,1,0,2,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"2,1",2:1|3:1|4:1,0,4,cassaigne_pad_m8
9,0123,000000001 000000001 333333332 333333332,"1,1,26,26",2,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,two_sums_A_m9
9,0134,000000001 000000001 444444443 444444443,"1,1,35,35",2,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,two_sums_B_m9
9,0123,000000000 000000001 333333330 333333333,"0,1,24,27",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,three_sums_A_m9
9,0134,000000000 000000001 444444440 444444444,"0,1,32,36",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,three_sums_B_m9
9,0123,000000000 111111111 222222222 333333333,"0,9,18,27",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,spread_A_m9
9,0134,000000000 111111111 333333333 444444444,"0,9,27,36",4,0,1,0,0,1,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,0,0,0,1,1,0,1,0,1,"0,1",0:1|1:1|2:1,0,2,spread_B_m9
9,0123,012301230 123012301 230123012 301230123,"12,13,14,15",4,0,4,6,0,4,0,0,0,0,0,"0,0,0,0","0,0,0,0",0,0,0,0,6,6,6,1,1,0,1,0,1,"0,4",0:4|4:4|8:4,0,6,cycle_A_m9
